Year,Units,Пол,Регионы,Местность,Образование,Брачное состояние,гражданство,Value
2018,на 1000 родившихся,,,городское население,,,Казахстан,99.91296779808529
2010,на 1000 родившихся,,,городское население,,,не Казахстан,0.2483700714063985
2011,на 1000 родившихся,,,городское население,,,не Казахстан,0.03287310979618496
2012,на 1000 родившихся,,,городское население,,,не Казахстан,0.250716332378218
2013,на 1000 родившихся,,,городское население,,,не Казахстан,0.29239766081870755
2014,на 1000 родившихся,,,городское население,,,не Казахстан,0.22502250225022635
2015,на 1000 родившихся,,,городское население,,,не Казахстан,0.2756086357372567
2016,на 1000 родившихся,,,городское население,,,не Казахстан,0.30991735537190834
2017,на 1000 родившихся,,,городское население,,,не Казахстан,0.1176470588235361
2018,на 1000 родившихся,,,городское население,,,не Казахстан,0.08703220191470844
2010,на 1000 родившихся,,,сельское население,,,,100.0
2011,на 1000 родившихся,,,сельское население,,,,100.0
2012,на 1000 родившихся,,,сельское население,,,,100.0
2013,на 1000 родившихся,,,сельское население,,,,100.0
2014,на 1000 родившихся,,,сельское население,,,,100.0
2015,на 1000 родившихся,,,сельское население,,,,100.0
2016,на 1000 родившихся,,,сельское население,,,,100.0
2017,на 1000 родившихся,,,сельское население,,,,100.0
2018,на 1000 родившихся,,,сельское население,,,,100.0
2010,на 1000 родившихся,,,сельское население,,,Казахстан,99.82499124956249
